"quote","author","source"
"An individual has not begun to live until he can rise above the narrow horizons of his particular individualistic concerns to the broader concerns of all humanity.","Martin Luther King Jr.","https://kinginstitute.stanford.edu/king-papers/documents/conquering-self-centeredness-sermon-delivered-dexter-avenue-baptist-church"
"O, see how the masses of men worry themselves into nameless graves, while here and there, some great unselfish soul forgets himself into immortality.","Martin Luther King Jr.","https://kinginstitute.stanford.edu/king-papers/documents/conquering-self-centeredness-sermon-delivered-dexter-avenue-baptist-church"
"All reality hinges on moral foundations. There are moral laws of the universe just as abiding as the physical laws.","Martin Luther King Jr.","https://kinginstitute.stanford.edu/king-papers/documents/rediscovering-lost-values-0"
"The great problem facing modern man is that the means by which we live have outdistanced the spiritual ends for which we live.","Martin Luther King Jr.","https://kinginstitute.stanford.edu/king-papers/documents/rediscovering-lost-values-0"
"Religion operates not only on the vertical plane but also on the horizontal. It seeks not only to integrate men with God but to integrate men with men.","Martin Luther King Jr.","https://en.wikiquote.org/wiki/Martin_Luther_King_Jr."
"Returning hate for hate multiplies hate, adding deeper darkness to a night already devoid of stars.","Martin Luther King Jr.","https://africacheck.org/fact-checks/meta-programme-fact-checks/darkness-cannot-drive-out-darkness-quote-martin-luther-king"
"For the great enemy of the truth is very often not the lie — deliberate, contrived, and dishonest — but the myth — persistent, persuasive, and unrealistic.","John F. Kennedy","https://www.presidency.ucsb.edu/documents/commencement-address-yale-university"
"We enjoy the comfort of opinion without the discomfort of thought.","John F. Kennedy","https://www.presidency.ucsb.edu/documents/commencement-address-yale-university"
"When power leads man toward arrogance, poetry reminds him of his limitations. When power narrows the areas of man's concern, poetry reminds him of the richness and diversity of his existence. When power corrupts, poetry cleanses.","John F. Kennedy","https://www.arts.gov/about/kennedy-transcript"
"The artist, however faithful to his personal vision of reality, becomes the last champion of the individual mind and sensibility against an intrusive society and an officious state.","John F. Kennedy","https://www.arts.gov/about/kennedy-transcript"
"For peace is a process — a way of solving problems.","John F. Kennedy","https://www.presidency.ucsb.edu/documents/commencement-address-american-university-washington"
"The courage of life is often a less dramatic spectacle than the courage of a final moment; but it is no less a magnificent mixture of triumph and tragedy.","John F. Kennedy","https://en.wikiquote.org/wiki/John_F._Kennedy"
"Possession make you rich? I don't have that type of richness. My richness is life, forever.","Bob Marley","https://x.com/bobmarley/status/1458512404443119620"
"I don't have an army behind me. If I did, I wouldn't care, I'd just get more militant. I talk from strength.","Bob Marley","https://www.mojo4music.com/articles/stories/bob-marley-the-last-crusade/"
"I would give up everything to have good health.","Kurt Cobain","https://www.rollingstone.com/music/music-news/kurt-cobain-the-rolling-stone-interview-success-doesnt-suck-97194/"
"I never wanted to sing. I just wanted to play rhythm guitar — hide in the back and just play.","Kurt Cobain","https://www.rollingstone.com/music/music-news/kurt-cobain-the-rolling-stone-interview-success-doesnt-suck-97194/"
"If a person is having some kind of turmoil in their lives, it's usually reflected in the music, and sometimes it's pretty beneficial.","Kurt Cobain","https://www.rollingstone.com/music/music-news/kurt-cobain-the-rolling-stone-interview-success-doesnt-suck-97194/"
"I'm a much happier guy than a lot of people think I am.","Kurt Cobain","https://www.rollingstone.com/music/music-news/kurt-cobain-the-rolling-stone-interview-success-doesnt-suck-97194/"
"As a solo artist there needs to be a lot of fiction involved to some degree. It's harder to step outside of yourself and look back and say 'What is this guy singing about?'","Chris Cornell","https://www.songwritingmagazine.co.uk/interviews/interview-chris-cornell"
"The way that I got perspective was a process of elimination, as opposed to when you're working in a band and you're just bouncing off of each other.","Chris Cornell","https://www.songwritingmagazine.co.uk/interviews/interview-chris-cornell"
"Records shouldn't be difficult to make — one shouldn't be afraid of the outcome.","Chris Cornell","https://www.songwriteruniverse.com/chriscornell123/"
"It would be difficult to devote so much time and effort if things stayed the same; that would be like coal mining.","Chris Cornell","https://www.songwritingmagazine.co.uk/interviews/interview-chris-cornell"
"I could do whatever I would like to do. I just had to get something going, which would constantly change, so that I didn't end up institutionalized.","Robert Plant","https://www.rollingstone.com/music/music-features/robert-plant-interview-digging-deep-led-zeppelin-john-bonham-1068391/"
"When I listen to it, I wonder whether the guy who was singing and writing the lyrics ever had a rest.","Robert Plant","https://www.rollingstone.com/music/music-features/robert-plant-interview-digging-deep-led-zeppelin-john-bonham-1068391/"
"You don't have any perspective at the time, you just joyously careen through another bunch of ideas.","Robert Plant","https://www.rollingstone.com/music/music-features/robert-plant-interview-digging-deep-led-zeppelin-john-bonham-1068391/"
"Entertainment is fine so long as the person that you're entertaining most of all is yourself.","Robert Plant","https://www.rollingstone.com/music/music-features/robert-plant-alison-krauss-led-zeppelin-1396022/"
"I can't look back and complain or be smug now. I feel OK about stuff.","Robert Plant","https://www.rollingstone.com/music/music-features/robert-plant-alison-krauss-led-zeppelin-1396022/"
"Music wouldn't lie to me, or leave me.","James Hetfield","https://www.rollingstone.com/feature/dont-tread-on-me-metallicas-james-hetfield-82055/"
"You have to be true to yourself, write what you feel. When people see that you're full of shit, then it's over.","James Hetfield","https://www.rollingstone.com/feature/dont-tread-on-me-metallicas-james-hetfield-82055/"
"We've all discovered there is freedom through structure.","James Hetfield","https://www.rollingstone.com/music/music-news/qa-metallicas-james-hetfield-190336/"
"When I'm happy, I'm writing the heaviest riff possible.","James Hetfield","https://www.loudersound.com/features/metallica-james-hetfield-classic-interview"
"I feel like a tragic hero in a Shakespeare play.","Tupac Shakur","https://blankonblank.org/interviews/tupac-shakur-on-life-and-death/"
"I have no friends. I have no resting place. I never sleep. I can never close my eyes.","Tupac Shakur","https://blankonblank.org/interviews/tupac-shakur-on-life-and-death/"
"I'm in jail now, but I'm free. My mind is free. The only time I have problems is when I sleep.","Tupac Shakur","https://www.vibe.com/features/editorial/tupac-april-1995-cover-story-ready-to-live-686969/"
"I don't have no fear of death. My only fear is coming back reincarnated.","Tupac Shakur","https://www.vibe.com/features/editorial/tupac-april-1995-cover-story-ready-to-live-686969/"
"Hip-hop saved my life, man. It's the only thing I've ever been even decent at.","Eminem","https://www.rollingstone.com/music/music-features/eminem-reborn-the-second-coming-of-marshall-mathers-54378/"
"I just want her and my immediate family to have things I didn't have: love and material things.","Eminem","https://www.rollingstone.com/music/music-news/eminem-the-rolling-stone-interview-3-103720/2/"
"Music is my outlet, my kids are my life, so there's a balance in my life right now that couldn't be better.","Eminem","https://www.rollingstone.com/music/music-news/eminem-the-rolling-stone-interview-3-103720/2/"
"I'm tryin' to find my own identity and you're stuck in that whole thing of, who am I as a person?","Eminem","https://www.rollingstone.com/music/music-news/eminem-the-rolling-stone-interview-3-103720/2/"
"I reached a certain level of maturity that hopefully includes a happy medium of immaturity.","Eminem","https://www.rollingstone.com/music/music-news/eminem-the-rolling-stone-interview-3-103720/2/"
"Imagine how many people are on the planet. How can everybody love you?","Eminem","https://www.rollingstone.com/music/music-news/eminem-the-rolling-stone-interview-3-103720/"
"As an artist, you need the naysayers and the nonbelievers to add fuel to your creative fire.","Ice-T","https://www.goodreads.com/work/quotes/14715403-ice-a-memoir-of-gangster-life-and-redemption-from-south-central-to-holl"
"You have to embrace your evolution.","Ice-T","https://www.rollingstone.com/music/music-news/ice-t-on-going-straight-im-so-happy-im-not-in-that-life-66349/"
"Rap is really funny, man. But if you don't see that it's funny, it will scare the shit out of you.","Ice-T","https://www.rollingstone.com/feature/ice-t-1992-cover-cop-killer-interview-247663/"
"Hip-hop, before it was all about talking about hard shit, it was like, how clever are you, how damn near funny can you be?","Ice Cube","https://www.rollingstone.com/music/music-news/ice-cube-nwa-secret-history-straight-outta-compton-716350/"
"Rap music is a school system itself, and one of the best school systems that we have. It's entertainment, but it's also a school system.","Ice Cube","https://dangerousminds.net/comments/nappy_happy_radical_thinker_angela_davis_interviews_ice_cube_1991"
"The hero and the coward feel exactly the same, but you have to have the discipline to do what a hero does.","Mike Tyson","https://www.goodreads.com/work/quotes/21998975-undisputed-truth"
"Life is not about accumulation, life is about loss. The older you get, the more loss you experience.","Mike Tyson","https://www.goodreads.com/work/quotes/21998975-undisputed-truth"
"Man is not meant to be humble, he's meant to be humbled.","Mike Tyson","https://www.goodreads.com/work/quotes/21998975-undisputed-truth"
"I don't believe in the word 'legacy.' I just think that's another word for ego. I'm just passing through. I'm gonna die and it's gonna be over.","Mike Tyson","https://www.nbcnewyork.com/news/sports/mike-tyson-legacy-14-year-old-interviewer/5991175/"
"I can't help anyone if I'm not well myself, and I desperately want to get well. I have a lot of pain and I just want to heal.","Mike Tyson","https://www.goodreads.com/work/quotes/21998975-undisputed-truth"
"I think everybody's coping with the same shit. It's just life. You live a long life, and then you die.","Vince Staples","https://www.complex.com/music/vince-staples-interview-2017-cover-story"
"Life is perspective-based; your perspective can change everything. If you have the wrong perspective it can fuck you.","Vince Staples","https://www.complex.com/music/vince-staples-interview-2017-cover-story"
"I didn't feel connected to hip-hop growing up. I never wanted a chain or a mansion. I just wanted niggas to stop dying.","Vince Staples","https://www.thefader.com/2016/06/20/vince-staples-cover-story-interview"
"When you act regular, they treat you regular.","Vince Staples","https://www.thefader.com/2016/06/20/vince-staples-cover-story-interview"
"I learned many great lessons from my father, not the least of which was that you can fail at what you don't want, so you might as well take a chance on doing what you love.","Jim Carrey","https://singjupost.com/jim-carreys-commencement-address-at-the-2014-mum-graduation-full-transcript/"
"The effect you have on others is the most valuable currency there is.","Jim Carrey","https://singjupost.com/jim-carreys-commencement-address-at-the-2014-mum-graduation-full-transcript/"
"You will only ever have two choices: love or fear. Choose love, and don't ever let fear turn you against your playful heart.","Jim Carrey","https://singjupost.com/jim-carreys-commencement-address-at-the-2014-mum-graduation-full-transcript/"
"Hope is a beggar. Hope walks through the fire. Faith leaps over it.","Jim Carrey","https://singjupost.com/jim-carreys-commencement-address-at-the-2014-mum-graduation-full-transcript/"
"All there will ever be is what's happening here, and the decisions we make in this moment, which are based in either love or fear.","Jim Carrey","https://singjupost.com/jim-carreys-commencement-address-at-the-2014-mum-graduation-full-transcript/"
"My daughter was just born and now she's in school. They grow up so fast.","John Candy","https://scrapsfromtheloft.com/movies/john-candy-i-like-me-transcript/"
"This is a real place, these are real people around me. You got responsibilities. I chose that life.","John Candy","https://scrapsfromtheloft.com/movies/john-candy-i-like-me-transcript/"
"All the good comics think they're a hack. All the good comics hate their own routines.","Ronny Chieng","https://cultmtl.com/2022/07/ronny-chieng-on-misunderstanding-satire-his-standup-pet-peeve-and-social-media-nonsense-interview-just-for-laughs-montreal/"
"I'd rather put out something good once in a while than having to churn out just average stuff every single day.","Ronny Chieng","https://cultmtl.com/2022/07/ronny-chieng-on-misunderstanding-satire-his-standup-pet-peeve-and-social-media-nonsense-interview-just-for-laughs-montreal/"
"The true job of comedians these days as professionals is to not overreact to other people overreacting.","Ronny Chieng","https://cultmtl.com/2022/07/ronny-chieng-on-misunderstanding-satire-his-standup-pet-peeve-and-social-media-nonsense-interview-just-for-laughs-montreal/"
"We were already joining the circus when all our friends were working at the bank or at a law firm. Why would we start worrying as though we're working office jobs — we're circus performers.","Ronny Chieng","https://deadline.com/2025/06/the-daily-show-ronny-chieng-interview-1236425001/"
"The more I do it, the more I realized I'm kind of glad that stand-up comedy is so separate to Hollywood.","Ronny Chieng","https://deadline.com/2025/06/the-daily-show-ronny-chieng-interview-1236425001/"
"I just wanted to tell you why I grieve, but why I don't despair.","Jon Stewart","https://speakola.com/ideas/jon-stewart-post-9-11-2001"
"The view from my apartment was the World Trade Center. Now it's gone. The view from the south of Manhattan is the Statue of Liberty. You can't beat that.","Jon Stewart","https://speakola.com/ideas/jon-stewart-post-9-11-2001"
"If we amplify everything, we hear nothing.","Jon Stewart","https://www.americanrhetoric.com/speeches/jonstewartsanityrallykeynote.htm"
"The best defense against bullshit is vigilance. So if you smell something, say something.","Jon Stewart","https://speakola.com/political/jon-stewart-bullshit-2015"
"As a professional comedian, it's my theory that people get into comedy because there's something missing in their own personal life, and they need that void filled through laughter and acceptance onstage.","Jon Stewart","https://us.macmillan.com/books/9781250080479/angryoptimist/"
"I can't follow something that is not going to make me feel right with myself.","DJ Premier","https://www.redbullmusicacademy.com/lectures/dj-premier-you-know-my-steez/"
"You've got to be different in order to stand out. People might not get it right away, but they'll eventually get it if you believe in what you're doing.","DJ Premier","https://www.redbullmusicacademy.com/lectures/dj-premier-you-know-my-steez/"
"If you don't really care about the history of hip-hop culture, don't mess with it.","DJ Premier","https://www.redbullmusicacademy.com/lectures/dj-premier-you-know-my-steez/"
"My lowest point, my deepest, darkest, depressed state that I've ever been in was my most famous, my most wealthy, my most known.","Logic","https://www.complex.com/music/a/j-rose/logic-opens-up-about-being-at-his-lowest-point-when-he-was-at-his-most-famous"
"I've come to truly realize that social media, personally, destroys me.","Logic","https://www.billboard.com/music/music-news/logic-number-ones-billboard-cover-story-2018-8489969/"
"My mental health struggles and my family history filled with addiction, abuse, and neglect is what shaped me creatively. I found art as a way to express myself and heal.","Logic","https://www.complex.com/music/logic-details-sexual-abuse-experience-new-memoir-this-bright-future"
"Confusion is a gift from God. Those times when you feel most desperate for a solution, sit. Wait. The information will become clear.","RZA","https://www.npr.org/2009/10/24/114115740/the-tao-of-wu-rza-waxes-philosophical"
"Chess is a game where you die on the board, you don't die in reality. That's what it is I think we like about it also in hip-hop.","RZA","https://new.uschess.org/news/conversation-rza-wu-tang-clan"
"I practice to improve myself. I try to practice blitz games, so that my brain can move faster.","RZA","https://new.uschess.org/news/conversation-rza-wu-tang-clan"
"The body is a vehicle for the mind.","RZA","https://new.uschess.org/news/conversation-rza-wu-tang-clan"
"It's a new world order, you know what I mean? And one must adapt to that.","Ol' Dirty Bastard","https://www.vibe.com/2015/01/raw-uncut-ol-dirty-bastard-interview"
"You can't just jump into this arena. Everyone is talented and there's a ton of them out there in this world, but you still have to do the work to be taken seriously.","Method Man","https://www.vice.com/en/article/method-man-gives-us-some-surprisingly-brilliant-work-advice/"
"I wouldn't call it nervous, but butterflies always play a major role for me. In my eyes, butterflies are a sign of growth.","Method Man","https://www.vice.com/en/article/method-man-gives-us-some-surprisingly-brilliant-work-advice/"
"Sometimes I feel like I have to walk in there butt ass naked, metaphorically speaking. Like I gotta be stripped of everything down to my original state just so they could take me seriously.","Method Man","https://www.vice.com/en/article/method-man-gives-us-some-surprisingly-brilliant-work-advice/"
"The scariest moment is always just before you start. After that, things can only get better.","Stephen King","https://www.goodreads.com/work/quotes/150292-on-writing"
"Life isn't a support system for art. It's the other way around.","Stephen King","https://www.goodreads.com/work/quotes/150292-on-writing"
"The rest of it — and perhaps the best of it — is a permission slip: you can, you should, and if you're brave enough to start, you will.","Stephen King","https://www.goodreads.com/work/quotes/150292-on-writing"
"Whatever is going on with me at the time will find its way into the piece. It has to, or the piece isn't worth making.","Quentin Tarantino","https://wiki.tarantino.info/index.php/QT_Talks_to_Charlie_Rose_1994"
"A writer should have this little voice inside saying, 'Tell the truth. Tell the truth. Reveal a few secrets in here.'","Quentin Tarantino","https://wiki.tarantino.info/index.php/QT_Talks_to_Charlie_Rose_1994"
"I like to hold for as long as I can before I have to cut, and then when I do cut, I want it to fucking mean something.","Quentin Tarantino","https://www.filmcomment.com/article/quentin-tarantino-interviewed-by-gavin-smith/"
"The heartbeat of the movie has to be a human heartbeat.","Quentin Tarantino","https://www.filmcomment.com/article/quentin-tarantino-interviewed-by-gavin-smith/"
"It's a heartbreaking process. It's a little masochistic and heartbreaking to write this stuff that you're really happy with, and then not put it in.","Quentin Tarantino","https://deadline.com/2019/12/quentin-tarantino-interview-once-upon-a-time-in-hollywood-indie-filmmaking-1202809425/"
"The passages you have to labor over are invariably worse than the ones that seem to write themselves.","Paul Thomas Anderson","http://cigsandredvines.blogspot.com/1997/11/interview-creative-screenwriting-paul.html"
"I often write scenes without knowing where they're gonna go, and as I write I start acting and sort of improvising.","Paul Thomas Anderson","http://cigsandredvines.blogspot.com/1997/11/interview-creative-screenwriting-paul.html"
"Once you start writing and you're alone in a room and you get in a groove, there's nothing else going on in the world.","Paul Thomas Anderson","http://cigsandredvines.blogspot.com/1997/11/interview-creative-screenwriting-paul.html"
"There's only two places I want to be and that's with my family or making a movie.","Paul Thomas Anderson","https://lwlies.com/interviews/paul-thomas-anderson-phantom-thread"
"I don't have a crystal ball. I fucking love doing this. I can't see myself losing that love.","Paul Thomas Anderson","https://lwlies.com/interviews/paul-thomas-anderson-phantom-thread"
